Task Id,Service Time,Network Delay,Processing Time,WLAN Delay
9533,6.062252638405539,0.023553958795042833,6.038698679610496,0.023553958795042833
9534,8.632048733751304,0.023414397015763404,8.608634336735541,0.023414397015763404
9535,2.112100261778096,0.02028242476008496,2.091817837018011,0.02028242476008496
9537,2.946500379613184,0.021608757852268075,2.9248916217609158,0.021608757852268075
9538,3.73039946136754,0.02336080936773785,3.707038651999802,0.02336080936773785
9539,7.209848102592815,0.020685120973550596,7.189162981619265,0.020685120973550596
9543,8.213634465216728,0.023532433079167654,8.19010203213756,0.023532433079167654
9548,5.373493721963399,0.022251480617307057,5.3512422413460925,0.022251480617307057
9553,1.6586334655291353,0.020675913655830068,1.6379575518733052,0.020675913655830068
9555,2.081772857276917,0.02086119402172475,2.060911663255192,0.02086119402172475
9559,0.07790571737649543,0.020905717376515157,0.056999999999980275,0.020905717376515157
9561,0.2542255429989382,0.020905717376515157,0.23331982562242304,0.020905717376515157
9562,0.04107644775939434,0.021076447759404822,0.01999999999998952,0.021076447759404822
9563,2.6707440227027917,0.022251480617307057,2.6484925420854846,0.022251480617307057
9571,0.29646946874467517,0.020469468744644385,0.2760000000000308,0.020469468744644385
9573,2.2529652807681373,0.022251480617307057,2.23071380015083,0.022251480617307057
9575,14.691998433820288,0.021031120437322477,14.670967313382965,0.021031120437322477
9577,1.491967251602233,0.02081687415543612,1.4711503774467969,0.02081687415543612
9578,2.49652284594805,0.0230912343470483,2.4734316116010016,0.0230912343470483
9583,1.2817074895040719,0.020249617212622945,1.261457872291449,0.020249617212622945
9585,3.806202907851514,0.02082617841379095,3.785376729437723,0.02082617841379095
9587,0.7920990240239973,0.02159902402399514,0.7705000000000022,0.02159902402399514
9592,7.01647823750821,0.0204877162319479,6.995990521276262,0.0204877162319479
9593,3.761450338605897,0.02339642989538305,3.738053908710514,0.02339642989538305
9596,0.730951652370976,0.02025858870487493,0.7106930636661011,0.02025858870487493
9597,0.3358553826776358,0.021040523175391623,0.3148148595022442,0.021040523175391623
9602,1.929282611162762,0.023407057276683182,1.9058755538860788,0.023407057276683182
9606,2.4344774267366063,0.021040523175391623,2.4134369035612147,0.021040523175391623
9607,1.2077209339353487,0.02047858062890577,1.187242353306443,0.02047858062890577
9608,4.293613838779379,0.02350716471627288,4.270106674063106,0.02350716471627288
9610,3.8488342422267863,0.020469468744644385,3.828364773482142,0.020469468744644385
9619,0.7996994612850017,0.020950445692810814,0.7787490155921909,0.020950445692810814
9623,0.7459710903594043,0.021608757852268075,0.7243623325071362,0.021608757852268075
